id,name,website,industry,numberOfRatings,squareLogo,overallRating,ratingDescription,cultureAndValuesRating,seniorLeadershipRating,compensationAndBenefitsRating,careerOpportunitiesRating,workLifeBalanceRating,recommendToFriendRating,featuredReview:id,featuredReview:reviewDateTime,featuredReview:jobTitle,featuredReview:location,featuredReview:headline,featuredReview:pros,featuredReview:cons,featuredReview:overallNumeric,ceo:name,ceo:title,ceo:numberOfRatings,ceo:pctApprove,ceo:pctDisapprove
632,SUPERVALU,www.supervalu.com,"Department; Clothing; & Shoe Stores",437,https://media.glassdoor.com/sqll/632/supervalu-squarelogo.png,2.9,OK,2.7,2.5,2.9,2.7,2.8,0.4,8965822,"2015-12-20 10:54:21.643",Employee,,"Disorganized Management","Diverse technical landscape.  Compensation and benefits were comparable to other companies.","No positive outlook for long term employees",3,"Sam K. Duncan","President & CEO",104,52,48
663828,Supervalue,,"Vehicle Dealers",1,,4,Satisfied,3.0,2.0,2.0,1.0,3.0,0.0,2501367,"2013-03-26 05:30:21.467",Driver,"Paranaque City (Philippines)","nice just becoz in a minimum wage","good becoz open over time","not direct hope  4 someday we find a derict company",4,--,--,--,--,--
308055,Hornbacher's,www.hornbachers.com,"Vehicle Dealers",15,https://media.glassdoor.com/sqll/308055/hornbachers-squarelogo.png,2.9,OK,2.9,3.0,2.5,2.9,3.4,0.6,8348066,"2015-10-18 23:39:56.447","Front End Service Supervisor","Fargo; ND","Great High School/College Job. After Graduating MOVE ON","Part time employees receive very flexible scheduling.  10% discount on all store brand purchases and Essential Everyday products  Decent benefits package...if you are young the 401k package is very adequate with a 3% company match. Older workers may not feel the same about the 401k or Health package.   Usually very busy during the day at any of the stores. Nights tend to slow down and is the only time for a service supervisor to get any work done away from the front end.  For the most part; co-workers are decent. Other locations may vary; but for the most part Hornbacher's tries to foster positive teamwork and professionalism in its stores. Turnover is high considering this line of work is considered entry level. And of course there are several employees that are really not motivated. Management tries its best to weed out the undesirables by moving them around departments until they find the right line of work for the lazy or non motivated.","Sub par pay scales as mentioned in most of the reviews. Raises for most full time employees is one notch above insulting. Part time employees actually have a chance to move up the pay scale at a quicker pace than most full timers.  As mentioned in other reviews; upper level management is always out of touch with the average morale of the workplace; especially considering the recent work shortages in the Fargo-Moorhead area. Workers are expected to do a whole lot more with a whole lot less.  As mentioned by another service supervisor ""Training"" is a complete joke. Being fed to the wolves would be an understatement when it comes to how fast ""training"" is done. Many problems could be solved simply by listening to us small folk that try to keep the stores running smoothly.  Job specific - Service supervisors work a different schedule every week.There is no thing such as a fixed schedule for managing the front end. Weekends are almost always a must; at least at my location. You get two days off a week; but the schedule is never fixed and it is hard to work around the schedule to get a single weekend off.   One last thing... Customers can be very demanding and narcissistic. Sometimes the pay doesn't even begin to make up for the verbal vomit we hear on an almost daily basis. This job is not meant for the weak and feeble. Also; work at a Hornbacher's that isn't near a liquor store... this place may make you drink more than usual ;)",3,"Sam Duncan","President and CEO",3,30,70
1044171,"SuperValu Ireland",www.supervalu.ie,,6,https://media.glassdoor.com/sqll/1044171/supervalu-ireland-squarelogo-1440746615929.png,3.3,OK,2.9,3.1,2.4,3.1,2.8,0.5,8809541,"2015-12-03 01:54:16.92",Employee,"Stillorgan (Ireland)",Worker,"Managers are good; shifts are workable and all staff get along in a good way which helps working there that much easier","I feel sometimes the relationship between the owner and part time staff could be better since we are working for him",5,--,--,--,--,--
1043844,"Caulfields SuperValu",www.caulfieldssupervalu.ie,,0,https://media.glassdoor.com/sqll/1043844/caulfields-supervalu-squarelogo-1440762010222.png,0,"Not Applicable",0.0,0.0,0.0,0.0,0.0,0.0,--,--,--,--,--,--,--,--,"Martin Kelleher","Managing Director",0,0,0
1043960,"Garvey's Supervalu",www.garveygroup.ie,,0,https://media.glassdoor.com/sqll/1043960/garvey-s-supervalu-squarelogo-1446106406851.png,0,"Not Applicable",0.0,0.0,0.0,0.0,0.0,0.0,--,--,--,--,--,--,--,--,"Kevin McCarthy",CEO,0,0,0
945824,Tauers,www.tauers.com,"Grocery Stores & Supermarkets",0,,0,"Not Applicable",0.0,0.0,0.0,0.0,0.0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--

2998,TIAA-CREF,www.tiaa-cref.org,"Investment Banking & Asset Management",664,https://media.glassdoor.com/sqll/2998/tiaa-cref-squarelogo.png,3.5,Satisfied,3.7,3.1,3.9,3.2,3.5,0.7,9036202,"2015-12-30 14:55:42.947",Employee,,Manager,"Great company and mission. Company is unlike any financial services company out there.","Constant change but most decisions are made by consensus.",4,"Roger Ferguson","President & CEO",398,91,9

2890,MassMutual,www.massmutual.com,"Insurance Carriers",476,https://media.glassdoor.com/sqll/2890/massmutual-squarelogo.png,3.3,OK,3.6,3.4,3.3,3.3,3.4,0.6,9013093,"2015-12-28 07:11:12.977",Employee,"Providence; RI","Just started with MassMutual","Seems as if they do very good training; as well as management seems very supportive and will be there to help you out (even though they make money off you and that's most likely why). You are your own CEO and work whatever hours you want to. Everything is placed in your hands.","Commission only; no base salary or temporary salary while training",4,"Roger W. Crandall","Chairman; President; and CEO",197,87,13
1004004,"Massachusetts Mutual Life Insurance",www.massmutual.com,,1,,5,"Very Satisfied",5.0,5.0,1.0,5.0,5.0,1.0,6720393,"2015-05-27 16:39:57.667",Employee,,"Summer Intern","Good training once a week; really want the best for you.","Like any internship you still have to do the ""intern"" work.",5,--,--,--,--,--

119,Cigna,www.cigna.com,,956,https://media.glassdoor.com/sqll/119/cigna-squarelogo.png,3.3,OK,3.4,3.1,3.3,3.3,3.4,0.6,8989677,"2015-12-23 09:36:56.79",Employee,"Nashville; TN","Cigna-HealthSpring former employee","Great Pay. Great management in certain areas. Comfortable environment. Work from home opportunities. Room for growth within the company.","Numbers are most important to management. To the point where they will blame whomever they can in order to take the heat off themselves. Strict tardy and sick day policy without any understanding of the employee's situation. No matter how long someone has worked there; how much dedication one has put into their position; there is little forgiveness when the numbers aren't met. The benefits aren't that great believe it or not. The job is very stressful.",4,"David Cordani","President and CEO",465,87,13
730486,"Cigna Medical",www.cignamedicalgroup.com,"Health Care Services & Hospitals",11,https://media.glassdoor.com/sqll/730486/cigna-medical-squarelogo-1426577247020.png,3.2,OK,2.9,2.8,3.0,3.0,3.0,0.7,8241034,"2015-10-09 11:49:40.963",Employee,,"Home Delivery","Great company overal 'll to work for;benefits competitive.","It's a all who you know ......diversity in culture and religion needs a little",4,--,--,--,--,--
765559,"FirstAssist Insurance Services",www.firstassistinsurance.co.uk,"Insurance Carriers",2,https://media.glassdoor.com/sqll/765559/firstassist-insurance-services-squarelogo-1396453532957.png,4,Satisfied,3.5,3.5,3.5,4.0,3.5,1.0,6269634,"2015-04-06 07:52:55.95","Biztalk Developer","Philadelphia; PA","i had come to know regarding some EDI transcations","We can gain knowledge on some healthcare transactions","Incoming files will be huge.",4,--,--,--,--,--
1093132,"Joey's Restaurant",www.joeysitalianrestaurant.com,,1,,2,Dissatisfied,1.0,1.0,2.0,2.0,0.0,0.0,8358542,"2015-10-19 17:02:22.517",Employee,,"If you're under 30; female and blonde you're hired","Not Many if you're working for Kevin Gentile. Janice DeCuffa was a GREAT boss","front of the house VERY disorganized; not enough support for staff to perform their job well; very discriminatory towards older employees; if you like to ""play"" with the boss and be cutthroat this is the place for you",2,--,--,--,--,--

3624,DIRECTV,www.directv.com,"Cable; Internet & Telephone Providers",1026,https://media.glassdoor.com/sqll/3624/directv-squarelogo.png,3.6,Satisfied,3.5,3.1,3.7,3.3,3.2,0.7,8806105,"2015-12-02 14:59:17.613",Employee,"El Segundo; CA","GREAT prior to AT&T TAKEOVER","Prior to AT&T buyout of DIRECTV; it was a fantastic work environment. Great perks; beautiful offices; minimal bureaucracy; collegiate environment and quick pace in terms of management decisions and implementation of projects or policies. Those of us who worked here prior to AT&T would describe DTV as a ""well funded startup"" type of environment where innovation and new ideas were encouraged and employee morale and development was a top priority.","After the AT&T buyout of DIRECTV; it is glaringly obvious just how different the two companies are. All of the aspects we loved about DTV are quickly disappearing. Employee perks and budgets for morale have disappeared. Decision making in all areas of the business is absurdly convoluted and slow; even for the smallest of business needs. Heirarchy reigns supreme at AT&T; in stark contrast to the very lateral environment that existed previously at DTV. Each new day is becoming more depressing than the last.",4,"Michael D. (Mike) White","Chairman; President; and CEO",513,82,18

276,"General Dynamics",www.generaldynamics.com,"Aerospace & Defense",283,https://media.glassdoor.com/sqll/276/general-dynamics-squarelogo.png,3.1,OK,2.8,2.4,3.2,2.6,3.0,0.5,9012566,"2015-12-28 05:50:35.397",Employee,"Phoenix; AZ","Great company","Great pay;  great people;  exciting work","During layoffs they lost a lot of people 2013-2014",4,"Phebe N. Novakovic",CEO,51,52,48
16136,Itronix,www.gd-itronix.com,"Computer Hardware & Software",4,,3.4,OK,3.5,2.9,3.5,2.6,3.5,0.2,4480107,"2014-06-27 07:17:50.103",Finance,"Newton; NC","Good co-workers;  but company was sold/closed.","Great benefits; wonderful co-workers. Company was partially sold/closed.","Not much opportunity for advancement;",4,"John Schneider","President and CEO",2,41,59
40050,"General Dynamics Aviation Services",www.gdaviationservices.com,"Commercial Equipment Repair & Maintenance",1,,4,Satisfied,0.0,2.0,4.5,3.5,4.0,1.0,358788,"2010-01-07 07:16:21.817","Senior Avionics Technician","Minneapolis; MN","It was a good run while it lasted.","Great variety of work including scheduled and unscheduled maintenance on many different types of aircraft. Challenging avionics and cabin entertainment install projects. Very knowlegeable technicians.","Now longer in buisness in Minneapolis. Decision to cease operations due to slow sales left many loyal customers without local service. Poor communication about layoffs and decision to close the facility.",4,"Mark Burns",President,0,0,0
18661,"General Dynamics Information Technology",www.gdit.com,"IT Services",839,https://media.glassdoor.com/sqll/18661/general-dynamics-information-technology-squarelogo.png,3.1,OK,2.9,2.6,3.2,2.9,3.1,0.5,9039987,"2015-12-31 05:26:02.917","Senior Service Desk","Westminster; CO","Great Company","Lots of interesting work to do; the company encourages teamwork. Amazing diversity in employees which makes the jobs even more fascinating and fulfilling.","Since the jobs are all via contracts with mostly government agencies; there is no telling how long the job will last.  It's not the fault of GDIT.  You have to be willing to accept the risks.",4,"S. Daniel Johnson",President,264,58,42
941740,"General Dynamics Mission Systems",www.gd-ais.com,"Aerospace & Defense",706,https://media.glassdoor.com/sqll/941740/general-dynamics-mission-systems-squarelogo-1428432301290.png,3,OK,0.0,0.0,0.0,0.0,0.0,0.0,9039605,"2015-12-31 03:22:02.47","Senior Software Engineer","Fairfax; VA","Great Big Contractor to work for","GDMS management stresses success; and is mission focused!  They will do all they can to provide you the tools and resources you need to be succesful for the customer; but succesful for the company and you in the long run.","They are a large government contractor; so you don't usually get the small; start-up company feel.  However; they always have some really cool IRAD going on; and by really cool; I mean the latest-greatest high tech; next gen technologies from software engineering; to satellites and missles; to naval vessel design.",4,"Chris Marzilli",President,33,42,58
